SeqA	SeqB	Score
100	37	0.98898
100	38	0.62153
100	39	0.97438
100	40	0.85468
100	41	0.039348
100	42	0.44548
100	43	0.32322
100	44	0.15496
100	45	0.87399
100	46	0.35214
100	47	0.3998
100	48	0.91113
100	49	0.39818
100	50	0.47493
100	51	0.89412
100	52	0.68751
100	53	0.65999
100	54	0.77474
100	55	0.80855
100	56	0.31797
100	57	0.0095455
100	58	0.91424
100	59	0.097526
100	60	0.86432
100	61	0.9578
100	62	0.86501
100	63	0.6739
100	64	0.55616
100	65	0.45135
100	66	0.32994
100	67	0.087931
100	68	0.33158
100	69	0.84796
100	70	0.081606
100	71	0.13992
100	72	0.28728
100	73	0.82802
100	74	0.55479
100	75	0.32037
100	76	0.77968
100	77	0.87742
100	78	0.57082
100	79	0.55948
100	80	0.7107
100	81	0.33213
100	82	0.93768
100	83	0.11747
100	84	0.79422
100	85	0.32992
100	86	0.11458
100	87	0.54951
100	88	0.65074
100	89	0.61311
100	90	0.75188
100	91	0.16262
100	92	0.77301
100	93	0.77145
100	94	0.85465
100	95	0.5427
100	96	0.59433
100	97	0.26313
100	98	0.49575
100	99	0.99142
100	100	0.13457
100	101	0.33067
100	102	0.015132
100	103	0.81035
100	104	0.7276
100	105	0.80102
100	106	0.40016
100	107	0.81935
100	108	0.69218
100	109	0.91534
100	110	0.64154
100	111	0.66128
100	112	0.01346
100	113	0.86361
100	114	0.18815
100	115	0.26467
100	116	0.18118
100	117	0.53971
100	118	0.51863
100	119	0.70087
100	120	0.78457
100	121	0.25552
100	122	0.91512
100	123	0.32759
100	124	0.17657
100	125	0.22891
100	126	0.13954
100	127	0.57475
100	128	0.64218
100	129	0.24903
100	130	0.59022
100	131	0.36069
100	132	0.71958
100	133	0.33557
100	134	0.47802
100	135	0.22384
100	136	0.42442
100	137	0.6218
100	138	0.091272
100	139	0.14916
100	140	0.14953
100	141	0.088774
101	1	0.67797
101	2	0.55287
101	3	0.8059
101	4	0.40002
101	5	0.57395
101	6	0.27166
101	7	0.6065
101	8	0.91309
101	9	0.57181
101	10	0.98523
101	11	0.018079
101	12	0.46084
101	13	0.50389
101	14	0.71416
101	15	0.6906
101	16	0.99269
101	17	0.2688
101	18	0.5511
101	19	0.059095
101	20	0.25151
101	21	0.53818
101	22	0.4877
101	23	0.30441
101	24	0.14091
101	25	0.34209
101	26	0.83904
101	27	0.62997
101	28	0.24603
101	29	0.47851
101	30	0.99311
101	31	0.72659
101	32	0.029171
101	33	0.5527
101	34	0.63872
101	35	0.37815
101	36	0.25509
101	37	0.55829
101	38	0.75472
101	39	0.096429
101	40	0.41715
101	41	0.49684
101	42	0.85846
101	43	0.59527
101	44	0.63951
101	45	0.05839
101	46	0.48509
101	47	0.12893
101	48	0.67274
101	49	0.76702
101	50	0.12305
101	51	0.71814
101	52	0.68338
101	53	0.033664
101	54	0.92997
101	55	0.53131
101	56	0.20336
101	57	0.57021
101	58	0.6893
101	59	0.26452
101	60	0.43413
101	61	0.78139
101	62	0.92335
101	63	0.39404
101	64	0.39002
101	65	0.66608
101	66	0.95465
101	67	0.91858
101	68	0.3684
101	69	0.5629
101	70	0.80039
101	71	0.89832
101	72	0.92429
101	73	0.41309
101	74	0.20326
101	75	0.20003
101	76	0.0027594
101	77	0.98355
101	78	0.92047
101	79	0.77612
101	80	0.79433
101	81	0.55165
101	82	0.71142
101	83	0.062613
101	84	0.061649
101	85	0.60638
101	86	0.24681
101	87	0.0018363
101	88	0.76619
101	89	0.42543
101	90	0.98956
101	91	0.070252
101	92	0.12451
101	93	0.96841
101	94	0.87722
101	95	0.24037
101	96	0.51592
101	97	0.078773
101	98	0.6356
101	99	0.61621
101	100	0.67946
101	101	0.8396
101	102	0.76868
101	103	0.05464
101	104	0.081987
101	105	0.54302
101	106	0.32212
101	107	0.24438
101	108	0.022326
101	109	0.17063
101	110	0.95095
101	111	0.33838
101	112	0.49787
101	113	0.3702
101	114	0.66123
101	115	0.46569
101	116	0.89273
101	117	0.25955
101	118	0.68029
101	119	0.53095
101	120	0.046206
101	121	0.6782
101	122	0.29832
101	123	0.10534
101	124	0.46752
101	125	0.68229
101	126	0.77998
101	127	0.82763
101	128	0.42807
101	129	0.50431
101	130	0.63422
101	131	0.7267
101	132	0.41296
101	133	0.35632
101	134	0.32155
101	135	0.46244
101	136	0.66405
101	137	0.646
101	138	0.34389
101	139	0.58938
101	140	0.84669
101	141	0.17794
102	1	0.29655
102	2	0.04581
102	3	0.79998
102	4	0.7961
102	5	0.39571
102	6	0.31993
102	7	0.99189
102	8	0.55091
102	9	0.014579
102	10	0.85918
102	11	0.59381
102	12	0.86137
102	13	0.77705
102	14	0.1049
102	15	0.3942
102	16	0.97599
102	17	0.51049
102	18	0.39347
102	19	0.55527
102	20	0.97544
102	21	0.44789
102	22	0.86408
102	23	0.14293
102	24	0.095677
102	25	0.34773
102	26	0.072753
102	27	0.54444
102	28	0.9654
102	29	0.28117
102	30	0.080136
102	31	0.1458
102	32	0.16305
102	33	0.53858
102	34	0.46896
102	35	0.26531
102	36	0.67454
102	37	0.12454
102	38	0.25177
102	39	0.58917
102	40	0.3511
102	41	0.52277
102	42	0.33517
102	43	0.023535
102	44	0.40168
102	45	0.50468
102	46	0.12959
102	47	0.61297
102	48	0.96346
102	49	0.089657
102	50	0.30866
102	51	0.52921
102	52	0.44742
102	53	0.93996
102	54	0.7211
102	55	0.73788
102	56	0.63913
102	57	0.035314
102	58	0.64162
102	59	0.31859
102	60	0.1011
102	61	0.080982
102	62	0.90215
102	63	0.25274
102	64	0.49491
102	65	0.38811
102	66	0.26363
102	67	0.26312
102	68	0.69953
102	69	0.056731
102	70	0.78872
102	71	0.2923
102	72	0.83944
102	73	0.48463
102	74	0.23348
102	75	0.22054
102	76	0.31429
102	77	0.99543
102	78	0.18913
102	79	0.85049
102	80	0.8439
102	81	0.52832
102	82	0.66487
102	83	0.36962
102	84	0.31744
102	85	0.81032
102	86	0.10262
102	87	0.21276
102	88	0.44642
102	89	0.38655
102	90	0.77465
102	91	0.47423
102	92	0.79679
102	93	0.024859
102	94	0.99914
102	95	0.28305
102	96	0.76782
102	97	0.035064
102	98	0.87036
102	99	0.74294
102	100	0.10929
102	101	0.86662
102	102	0.82153
102	103	0.0037918
102	104	0.66026
102	105	0.63236
102	106	0.21048
102	107	0.43495
102	108	0.93311
102	109	0.45728
102	110	0.11003
102	111	0.67989
102	112	0.97173
102	113	0.43538
102	114	0.23796
102	115	0.88742
102	116	0.95277
102	117	0.39165
102	118	0.76333
102	119	0.10005
102	120	0.22386
102	121	0.10248
102	122	0.021421
102	123	0.51693
102	124	0.25869
102	125	0.033903
102	126	0.74968
102	127	0.54171
102	128	0.88195
102	129	0.56139
102	130	0.96869
102	131	0.75248
102	132	0.94928
102	133	0.73881
102	134	0.26353
102	135	0.087485
102	136	0.68588
102	137	0.81046
102	138	0.15081
102	139	0.31381
102	140	0.48703
102	141	0.70363
103	1	0.59609
103	2	0.054351
103	3	0.97116
103	4	0.57437
103	5	0.57444
103	6	0.57715
103	7	0.60092
103	8	0.13602
103	9	0.034933
103	10	0.41384
103	11	0.27295
103	12	0.68965
103	13	0.98559
103	14	0.24692
103	15	0.76635
103	16	0.66666
103	17	0.53632
103	18	0.90052
103	19	0.66692
103	20	0.54338
103	21	0.089272
103	22	0.027788
103	23	0.95979
103	24	0.73224
103	25	0.89066
103	26	0.89525
103	27	0.79432
103	28	0.53522
103	29	0.3424
103	30	0.28078
103	31	0.47446
103	32	0.0085796
103	33	0.4248
103	34	0.71799
103	35	0.41054
103	36	0.60457
103	37	0.59088
103	38	0.97861
103	39	0.27598
103	40	0.042786
103	41	0.87065
103	42	0.88784
103	43	0.37195
103	44	0.14887
103	45	0.16932
103	46	0.16282
103	47	0.59522
103	48	0.85147
103	49	0.044113
103	50	0.59011
103	51	0.24779
103	52	0.21849
103	53	0.72844
103	54	0.18308
103	55	0.10694
103	56	0.45311
103	57	0.19372
103	58	0.37196
103	59	0.18376
103	60	0.88677
103	61	0.21349
103	62	0.54277
103	63	0.16528
103	64	0.44827
103	65	0.82261
103	66	0.47254
103	67	0.87951
103	68	0.65641
103	69	0.54791
103	70	0.51856
103	71	0.42536
103	72	0.81212
103	73	0.64203
103	74	0.18427
103	75	0.9977
103	76	0.48839
103	77	0.50924
103	78	0.76418
103	79	0.67459
103	80	0.72529
103	81	0.22226
103	82	0.38308
103	83	0.34616
103	84	0.84185
103	85	0.97527
103	86	0.28217
103	87	0.97557
103	88	0.60217
103	89	0.18694
103	90	0.46333
103	91	0.12417
103	92	0.69997
103	93	0.75841
103	94	0.47975
103	95	0.68312
103	96	0.71805
103	97	0.21278
103	98	0.14042
103	99	0.48069
103	100	0.99941
103	101	0.8808
103	102	0.038926
103	103	0.94863
103	104	0.89286
103	105	0.21233
103	106	0.98195
103	107	0.25455
103	108	0.62686
103	109	0.51877
103	110	0.49484
103	111	0.2466
103	112	0.063756
103	113	0.16844
103	114	0.66488
103	115	0.70608
103	116	0.85807
103	117	0.26983
103	118	0.022469
103	119	0.55813
103	120	0.19898
103	121	0.92024
103	122	0.2751
103	123	0.22896
103	124	0.51815
103	125	0.25606
103	126	0.016149
103	127	0.97649
103	128	0.89878
103	129	0.95921
103	130	0.84453
103	131	0.38097
103	132	0.089602
103	133	0.73274
103	134	0.68257
103	135	0.43517
103	136	0.1432
103	137	0.30711
103	138	0.68032
103	139	0.50395
103	140	0.73466
103	141	0.64802
104	1	0.067831
104	2	0.9947
104	3	0.18115
104	4	0.46046
104	5	0.56074
104	6	0.65619
104	7	0.81222
104	8	0.77636
104	9	0.29657
104	10	0.18024
104	11	0.84191
104	12	0.65446
104	13	0.60794
104	14	0.47746
104	15	0.61158
104	16	0.37828
104	17	0.86634
104	18	0.48026
104	19	0.46102
104	20	0.30163
104	21	0.5547
104	22	0.57596
104	23	0.14419
104	24	0.72122
104	25	0.20009
104	26	0.27953
104	27	0.69864
104	28	0.1906
104	29	0.42193
104	30	0.20769
104	31	0.13869
104	32	0.81376
104	33	0.32846
104	34	0.48059
104	35	0.066992
104	36	0.082046
104	37	0.31746
104	38	0.31458
104	39	0.33809
104	40	0.65403
104	41	0.42022
104	42	0.83208
104	43	0.87421
104	44	0.54969
104	45	0.33801
104	46	0.54198
104	47	0.25072
104	48	0.36817
104	49	0.84972
104	50	0.86526
104	51	0.074113
104	52	0.94498
104	53	0.015317
104	54	0.079272
104	55	0.75384
104	56	0.37287
104	57	0.20943
104	58	0.83626
104	59	0.85809
104	60	0.77272
104	61	0.34809
104	62	0.96761
104	63	0.3251
104	64	0.56411
104	65	0.22139
104	66	0.58708
104	67	0.31671
104	68	0.70495
104	69	0.071769
104	70	0.091034
104	71	0.18474
104	72	0.19257
104	73	0.15647
104	74	0.27236
104	75	0.18272
104	76	0.035301
104	77	0.07096
104	78	0.022447
104	79	0.61327
104	80	0.27094
104	81	0.46967
104	82	0.17572
104	83	0.81109
104	84	0.019332
104	85	0.51325
104	86	0.91775
104	87	0.74822
104	88	0.77965
104	89	0.36547
104	90	0.96316
104	91	0.35497
104	92	0.87357
104	93	0.73486
104	94	0.42238
104	95	0.51425
104	96	0.33583
104	97	0.11456
104	98	0.78676
104	99	0.47534
104	100	0.14363
104	101	0.48646
104	102	0.90694
104	103	0.43958
104	104	0.65755
104	105	0.46057
104	106	0.11591
104	107	0.34912
104	108	0.29784
104	109	0.005059
104	110	0.16658
104	111	0.87459
104	112	0.73509
104	113	0.069898
104	114	0.14923
104	115	0.93962
104	116	0.88093
104	117	0.32467
104	118	0.46323
104	119	0.71783
104	120	0.42845
104	121	0.53594
104	122	0.95028
104	123	0.49804
104	124	0.81751
104	125	0.73573
104	126	0.1582
104	127	0.79162
104	128	0.013683
104	129	0.72349
104	130	0.49244
104	131	0.3374
104	132	0.75482
104	133	0.70649
104	134	0.44256
104	135	0.82159
104	136	0.81603
104	137	0.81617
104	138	0.50106
104	139	0.16372
104	140	0.58402
104	141	0.90912
105	1	0.28963
105	2	0.35419
105	3	0.32979
105	4	0.72706
105	5	0.69836
105	6	0.27877
105	7	0.86715
105	8	0.085299
105	9	0.068314
105	10	0.96825
105	11	0.62508
105	12	0.77018
105	13	0.14539
105	14	0.31385
105	15	0.00065575
105	16	0.55946
105	17	0.92212
105	18	0.44532
105	19	0.34927
105	20	0.51306
105	21	0.089281
105	22	0.76378
105	23	0.38839
105	24	0.14784
105	25	0.38507
105	26	0.27251
105	27	0.29925
105	28	0.011533
105	29	0.23888
105	30	0.46189
105	31	0.14084
105	32	0.37582
105	33	0.45262
105	34	0.52685
105	35	0.5514
105	36	0.33237
105	37	0.21496
105	38	0.14913
105	39	0.56046
105	40	0.32864
105	41	0.65368
105	42	0.79141
105	43	0.8109
105	44	0.68293
105	45	0.28256
105	46	0.52066
105	47	0.55181
105	48	0.48162
105	49	0.14241
105	50	0.34186
105	51	0.86492
105	52	0.24675
105	53	0.18647
105	54	0.5263
105	55	0.38261
105	56	0.84433
105	57	0.70901
105	58	0.68514
105	59	0.30983
105	60	0.014445
105	61	0.32358
105	62	0.74955
105	63	0.2232
105	64	0.95536
105	65	0.015563
105	66	0.81239
105	67	0.19713
105	68	0.25392
105	69	0.44965
105	70	0.58266
105	71	0.59371
105	72	0.967
105	73	0.47605
105	74	0.62182
105	75	0.61721
105	76	0.61758
105	77	0.37405
105	78	0.69457
105	79	0.30468
105	80	0.37879
105	81	0.75665
105	82	0.50703
105	83	0.61505
105	84	0.40208
105	85	0.19799
105	86	0.50422
105	87	0.47011
105	88	0.13924
105	89	0.46778
105	90	0.47998
105	91	0.04216
105	92	0.091288
105	93	0.3184
105	94	0.99537
105	95	0.61837
105	96	0.75578
105	97	0.27612
105	98	0.53397
105	99	0.022586
105	100	0.8235
105	101	0.24097
105	102	0.65211
105	103	0.62891
105	104	0.15966
105	105	0.7571
105	106	0.33184
105	107	0.23628
105	108	0.71078
105	109	0.32727
105	110	0.51514
105	111	0.43211
105	112	0.79879
105	113	0.54287
105	114	0.91784
105	115	0.13927
105	116	0.90151
105	117	0.27628
105	118	0.94369
105	119	0.065041
105	120	0.55099
105	121	0.012119
105	122	0.14001
105	123	0.85604
105	124	0.63867
105	125	0.82988
105	126	0.69906
105	127	0.13979
105	128	0.66894
105	129	0.46668
105	130	0.92595
105	131	0.88514
105	132	0.70696
105	133	0.6434
105	134	0.25654
105	135	0.70355
105	136	0.73562
105	137	0.76379
105	138	0.39475
105	139	0.062275
105	140	0.70026
105	141	0.39561
106	1	0.83559
106	2	0.24422
106	3	0.96121
106	4	0.90673
106	5	0.31873
106	6	0.76724
106	7	0.75541
106	8	0.59654
106	9	0.14273
106	10	0.046907
106	11	0.86299
106	12	0.59246
106	13	0.07965
106	14	0.24711
106	15	0.84698
106	16	0.07229
106	17	0.81458
106	18	0.88431
106	19	0.37024
106	20	0.80034
106	21	0.81067
106	22	0.17855
106	23	0.69429
106	24	0.66098
106	25	0.99006
106	26	0.38351
106	27	0.73051
106	28	0.076199
106	29	0.074626
106	30	0.53488
106	31	0.38484
106	32	0.37523
106	33	0.97292
106	34	0.71307
106	35	0.34589
106	36	0.24376
106	37	0.75566
106	38	0.88488
106	39	0.34657
106	40	0.073414
106	41	0.55279
106	42	0.41669
106	43	0.22447
106	44	0.47823
106	45	0.49931
106	46	0.60291
106	47	0.2858
106	48	0.53957
106	49	0.51951
106	50	0.47819
106	51	0.58096
106	52	0.39084
106	53	0.92056
106	54	0.67639
106	55	0.29147
106	56	0.96363
106	57	0.016388
106	58	0.22207
106	59	0.82873
106	60	0.77884
106	61	0.30272
106	62	0.86486
106	63	0.92732
106	64	0.75146
106	65	0.44229
106	66	0.54261
106	67	0.87511
106	68	0.97747
106	69	0.59555
106	70	0.58649
106	71	0.883
106	72	0.79118
106	73	0.51231
106	74	0.54991
106	75	0.63952
106	76	0.33115
106	77	0.32881
106	78	0.14841
106	79	0.72715
106	80	0.36914
106	81	0.60642
106	82	0.0068386
106	83	0.13892
106	84	0.96433
106	85	0.72047
106	86	0.91535
106	87	0.7279
106	88	0.49769
106	89	0.63732
106	90	0.48472
106	91	0.41164
106	92	0.27382
106	93	0.88474
106	94	0.90524
106	95	0.45772
106	96	0.41948
106	97	0.55157
106	98	0.7904
106	99	0.058727
106	100	0.46578
106	101	0.77454
106	102	0.70423
106	103	0.67635
106	104	0.77562
106	105	0.45474
106	106	0.22575
106	107	0.93634
106	108	0.62282
106	109	0.73332
106	110	0.83639
106	111	0.59453
106	112	0.39479
106	113	0.61823
106	114	0.67717
106	115	0.017321
106	116	0.73894
106	117	0.054703
106	118	0.24326
106	119	0.72909
106	120	0.43622
106	121	0.0014929
106	122	0.21948
106	123	0.38809
106	124	0.72435
106	125	0.7671
106	126	0.24069
106	127	0.035479
106	128	0.9523
106	129	0.53048
106	130	0.16042
106	131	0.36275
106	132	0.27761
106	133	0.5807
106	134	0.64087
106	135	0.11889
106	136	0.031292
106	137	0.48083
106	138	0.1541
106	139	0.9266
106	140	0.41223
106	141	0.40384
107	1	0.15317
107	2	0.87507
107	3	0.87734
107	4	0.092845
107	5	0.33259
107	6	0.69349
107	7	0.1709
107	8	0.34592
107	9	0.36507
107	10	0.34166
107	11	0.91539
107	12	0.17121
107	13	0.19337
107	14	0.96621
107	15	0.46104
107	16	0.73488
107	17	0.086795
107	18	0.21534
107	19	0.57057
107	20	0.32357
107	21	0.95726
107	22	0.59039
107	23	0.12014
107	24	0.27672
107	25	0.14567
107	26	0.71914
107	27	0.75515
107	28	0.84793
107	29	0.16088
107	30	0.42693
107	31	0.80166
107	32	0.20638
107	33	0.65694
107	34	0.29016
107	35	0.6858
107	36	0.30879
107	37	0.9427
107	38	0.23891
107	39	0.69878
107	40	0.13992
107	41	0.44518
107	42	0.64605
107	43	0.085118
107	44	0.51201
107	45	0.24918
107	46	0.37528
107	47	0.58969
107	48	0.99518
107	49	0.038352
107	50	0.26569
107	51	0.30219
107	52	0.20614
107	53	0.6337
107	54	0.71558
107	55	0.5355
107	56	0.074616
107	57	0.15336
107	58	0.68366
107	59	0.33378
107	60	0.84198
107	61	0.94799
107	62	0.75168
107	63	0.02719
107	64	0.7441
107	65	0.33676
107	66	0.80135
107	67	0.1669
107	68	0.63669
107	69	0.14324
107	70	0.82011
107	71	0.17848
107	72	0.17938
107	73	0.15168
107	74	0.43462
107	75	0.88
107	76	0.49952
107	77	0.56801
107	78	0.087559
107	79	0.44396
107	80	0.70457
107	81	0.98181
107	82	0.35811
107	83	0.11532
107	84	0.26012
107	85	0.99528
107	86	0.8375
107	87	0.75007
107	88	0.76455
107	89	0.9757
107	90	0.88358
107	91	0.64091
107	92	0.90459
107	93	0.81072
107	94	0.60604
107	95	0.85735
107	96	0.1569
107	97	0.32341
107	98	0.50647
107	99	0.39327
107	100	0.28071
107	101	0.88847
107	102	0.30593
107	103	0.82706
107	104	0.18312
107	105	0.85105
107	106	0.29607
107	107	0.031165
107	108	0.37099
107	109	0.38518
107	110	0.85652
107	111	0.92254
107	112	0.25676
107	113	0.57829
107	114	0.32727
107	115	0.47459
107	116	0.74309
107	117	0.67082
107	118	0.063891
107	119	0.90182
107	120	0.72092
107	121	0.44329
107	122	0.17235
107	123	0.41594
107	124	0.00071555
107	125	0.54654
107	126	0.5643
107	127	0.065067
107	128	0.38669
107	129	0.50496
107	130	0.86857
107	131	0.74851
107	132	0.74571
107	133	0.84794
107	134	0.2371
107	135	0.33753
107	136	0.96413
107	137	0.14351
107	138	0.10353
107	139	0.90865
107	140	0.11519
107	141	0.74437
108	1	0.72466
108	2	0.12222
108	3	0.98491
108	4	0.20814
108	5	0.24974
108	6	0.48624
108	7	0.29274
108	8	0.7165
108	9	0.57419
108	10	0.71103
108	11	0.10081
108	12	0.31388
108	13	0.92829
108	14	0.89293
108	15	0.59871
108	16	0.49665
108	17	0.8257
108	18	0.81578
108	19	0.1412
108	20	0.60466
108	21	0.79057
108	22	0.74859
108	23	0.0098224
108	24	0.1934
108	25	0.38479
108	26	0.43876
108	27	0.8923
108	28	0.93029
108	29	0.60236
108	30	0.72898
108	31	0.89436
108	32	0.36184
108	33	0.20369
108	34	0.53028
108	35	0.9272
108	36	0.20995
108	37	0.98202
108	38	0.41636
108	39	0.26866
108	40	0.73074
108	41	0.53411
108	42	0.37511
108	43	0.38241
108	44	0.21716
108	45	0.84515
108	46	0.071739
108	47	0.36252
108	48	0.10959
108	49	0.91358
108	50	0.040509
108	51	0.22793
108	52	0.35124
108	53	0.89098
108	54	0.48396
108	55	0.20941
108	56	0.31815
108	57	0.89929
108	58	0.006987
108	59	0.17389
108	60	0.76774
108	61	0.17557
108	62	0.50734
108	63	0.2938
108	64	0.87325
108	65	0.82348
108	66	0.99882
108	67	0.37454
108	68	0.50809
108	69	0.7485
108	70	0.39992
108	71	0.93166
108	72	0.42769
108	73	0.042219
108	74	0.15755
108	75	0.36135
108	76	0.058854
108	77	0.84336
108	78	0.88998
108	79	0.058894
108	80	0.20249
108	81	0.08737
108	82	0.57307
108	83	0.43699
108	84	0.088812
108	85	0.77572
108	86	0.73393
108	87	0.14523
108	88	0.61583
108	89	0.79821
108	90	0.82023
108	91	0.36863
108	92	0.80994
108	93	0.06068
108	94	0.090751
108	95	0.80559
108	96	0.54698
108	97	0.89512
108	98	0.18686
108	99	0.83246
108	100	0.06264
108	101	0.60003
108	102	0.060072
108	103	0.23353
108	104	0.21971
108	105	0.25925
108	106	0.59929
108	107	0.69492
108	108	0.92213
108	109	0.65558
108	110	0.63364
108	111	0.4018
108	112	0.35784
108	113	0.45399
108	114	0.83893
108	115	0.39001
108	116	0.88968
108	117	0.81145
108	118	0.82225
108	119	0.8649
108	120	0.33874
108	121	0.063264
108	122	0.26686
108	123	0.09257
108	124	0.67131
108	125	0.94492
108	126	0.65631
108	127	0.41636
108	128	0.24161
108	129	0.35099
108	130	0.69974
108	131	0.48872
108	132	0.82037
108	133	0.32996
108	134	0.094067
108	135	0.83176
108	136	0.42668
108	137	0.25695
108	138	0.60589
108	139	0.57713
108	140	0.96145
108	141	0.063378
109	1	0.71943
109	2	0.90201
109	3	0.19518
109	4	0.89767
109	5	0.82161
109	6	0.66595
109	7	0.65668
109	8	0.53554
109	9	0.14804
109	10	0.61537
109	11	0.37391
109	12	0.43873
109	13	0.59916
109	14	0.87797
109	15	0.11591
109	16	0.98574
109	17	0.85725
109	18	0.44161
109	19	0.83162
109	20	0.29264
109	21	0.51094
109	22	0.75124
109	23	0.38033
109	24	0.26627
109	25	0.2626
109	26	0.58262
109	27	0.44312
109	28	0.44648
109	29	0.9787
109	30	0.79136
109	31	0.21147
109	32	0.94857
109	33	0.058551
109	34	0.023948
109	35	0.20848
109	36	0.29429
109	37	0.36603
109	38	0.85006
109	39	0.94176
109	40	0.063799
109	41	0.40958
109	42	0.94745
109	43	0.22286
109	44	0.047566
109	45	0.007223
109	46	0.21997
109	47	0.67344
109	48	0.13185
109	49	0.70435
109	50	0.38489
109	51	0.36216
109	52	0.9626
109	53	0.087569
109	54	0.25566
109	55	0.41262
109	56	0.70393
109	57	0.74798
109	58	0.037437
109	59	0.78134
109	60	0.31697
109	61	0.41442
109	62	0.087903
109	63	0.34938
109	64	0.12942
109	65	0.30433
109	66	0.94622
109	67	0.77013
109	68	0.82131
109	69	0.11478
109	70	0.20331
109	71	0.5926
109	72	0.010691
109	73	0.27181
109	74	0.6609
109	75	0.20075
109	76	0.68572
109	77	0.10729
109	78	0.44699
109	79	0.12704
109	80	0.51977
109	81	0.25677
109	82	0.15993
109	83	0.42171
109	84	0.55869
109	85	0.30066
109	86	0.73558
109	87	0.34017
109	88	0.044692
109	89	0.40819
109	90	0.32218
109	91	0.35831
109	92	0.05422
109	93	0.74851
109	94	0.079738
109	95	0.29254
109	96	0.41657
109	97	0.69978
109	98	0.22909
109	99	0.79898
109	100	0.76079
109	101	0.34075
109	102	0.23103
109	103	0.70878
109	104	0.40645
109	105	0.94498
109	106	0.65369
109	107	0.1034
109	108	0.7808
109	109	0.69747
109	110	0.10778
109	111	0.20634
109	112	0.93348
109	113	0.20471
109	114	0.040527
109	115	0.5424
109	116	0.0043823
109	117	0.5759
109	118	0.44614
109	119	0.84651
109	120	0.59342
109	121	0.053294
109	122	0.68759
109	123	0.12864
109	124	0.94152
109	125	0.038981
109	126	0.70545
109	127	0.76583
109	128	0.70115
109	129	0.39477
109	130	0.89353
109	131	0.46975
109	132	0.61559
109	133	0.13074
109	134	0.83525
109	135	0.44677
109	136	0.92164
109	137	0.7704
109	138	0.21509
109	139	0.14129
109	140	0.11298
109	141	0.22471
110	1	0.2219
110	2	0.22195
110	3	0.44705
110	4	0.30971
110	5	0.81821
110	6	0.58728
110	7	0.8712
110	8	0.73547
110	9	0.7021
110	10	0.85433
110	11	0.13392
110	12	0.1285
110	13	0.45743
110	14	0.2895
110	15	0.67087
110	16	0.23166
110	17	0.20902
110	18	0.60987
110	19	0.61232
110	20	0.99502
110	21	0.98977
110	22	0.72284
110	23	0.82839
110	24	0.36555
110	25	0.14606
110	26	0.78249
110	27	0.64645
110	28	0.99149
110	29	0.77503
110	30	0.97044
110	31	0.14586
110	32	0.71806
110	33	0.28748
110	34	0.60307
110	35	0.46813
110	36	0.56864
110	37	0.91535
110	38	0.41662
110	39	0.088782
110	40	0.76747
110	41	0.37211
110	42	0.4885
110	43	0.29286
110	44	0.61218
110	45	0.84916
110	46	0.6386
110	47	0.49787
110	48	0.92164
110	49	0.34718
110	50	0.022079
110	51	0.048315
110	52	0.79615
110	53	0.97089
110	54	0.74166
110	55	0.27879
110	56	0.71408
110	57	0.098112
110	58	0.91398
110	59	0.78467
110	60	0.15181
110	61	0.42109
110	62	0.95484
110	63	0.18949
110	64	0.27342
110	65	0.053772
110	66	0.14843
110	67	0.080528
110	68	0.71151
110	69	0.07002
110	70	0.52415
110	71	0.77817
110	72	0.071494
110	73	0.66135
110	74	0.43487
110	75	0.39418
110	76	0.60439
110	77	0.99632
110	78	0.1278
110	79	0.19799
110	80	0.88777
110	81	0.060168
110	82	0.08327
110	83	0.58583
110	84	0.037921
110	85	0.10353
110	86	0.39916
110	87	0.53771
110	88	0.21588
110	89	0.38567
110	90	0.91378
110	91	0.36213
110	92	0.54171
110	93	0.18283
110	94	0.3415
110	95	0.85128
110	96	0.96433
110	97	0.53668
110	98	0.88762
110	99	0.74971
110	100	0.13974
110	101	0.0045971
110	102	0.79125
110	103	0.51399
110	104	0.23104
110	105	0.70363
110	106	0.65075
110	107	0.86816
110	108	0.34778
110	109	0.33065
110	110	0.29377
110	111	0.013336
110	112	0.27968
110	113	0.85782
110	114	0.1511
110	115	0.5525
110	116	0.060995
110	117	0.84622
110	118	0.96279
110	119	0.3011
110	120	0.23321
110	121	0.9351
110	122	0.84215
110	123	0.77979
110	124	0.5076
110	125	0.58244
110	126	0.58646
110	127	0.42053
110	128	0.83309
110	129	0.15524
110	130	0.10935
110	131	0.52323
110	132	0.55282
110	133	0.16372
110	134	0.14937
110	135	0.060255
110	136	0.43252
110	137	0.48986
110	138	0.005257
110	139	0.26144
110	140	0.34258
110	141	0.013455
111	1	0.70083
111	2	0.84924
111	3	0.42057
111	4	0.81099
111	5	0.98992
111	6	0.43319
111	7	0.96217
111	8	0.43524
111	9	0.20744
111	10	0.20243
111	11	0.75597
111	12	0.94431
111	13	0.86048
111	14	0.40671
111	15	0.95139
111	16	0.46924
111	17	0.70728
111	18	0.49066
111	19	0.36566
111	20	0.61379
111	21	0.65345
111	22	0.21398
111	23	0.55871
111	24	0.95631
111	25	0.88375
111	26	0.97133
111	27	0.63181
111	28	0.40592
111	29	0.4438
111	30	0.0068037
111	31	0.33483
111	32	0.76955
111	33	0.64611
111	34	0.44802
111	35	0.94027
111	36	0.97859
111	37	0.49218
111	38	0.44169
